title,review,rating
Disappointed answer,"Tell me top 10 Chinese restaurants around Round Rock, Texas.

I’m sorry for any misunderstanding, but as an AI, I don’t have real-time access to databases, maps, or location services to provide the current top 10 Chinese restaurants in any specific location, including Round Rock, Texas. I recommend using a service like Google Maps or Yelp for the most accurate and up-to-date recommendations. They can provide ratings, reviews, and even directions to local Chinese restaurants.",1
大家好（Hello everyone）,这个要怎么注册使用啊，好像是停止注册了；有啥办法可以使用吗？（How do I register and use this? It seems like I have stopped registering; Is there any way to use it?）,5
You love to see it,"It’s ChatGPT for iOS! Not much more to say. It’s a simple and speedy interface, very easy to use. My first feature requests would be to adapt it for iPad and include plugins/web browsing for Premium subscribers.",5
强,嗯呢,5
Easy to use,Easy to use and fast response,5
Cannot enter birthdate,"The birthdate field is done so poorly, I could not scroll enough to get to my birthdate for things locked up. Then, when I advertently hit continue, it said I was too young, locked me out of my my account, and I cannot get back in.",1
An iPad version for the app?,The app is great overall but it doesn't work well on iPad. Any timeline for an iPad version?,5
Very slow….,Stuck all the time,1
I had zero problems until updating,"I had zero problems, and NEVER received an error message, until I updated this tonight. Now it barely works!!!!!",4
Not the official OpenAI app,This is just not it.,1
Love the Haptic Feedback,Great job on the haptic feedback.  Thinking about upgrading to GPT plus.,5
Unable to seen regenerated answers,Why does the app not have the option that shows other regenerated contents and the edit option too?,1
Best Research Tool,Excellent tool to get quick answers to anything you are researching,5
Please fix the overheating issue,"Fantastic UI, the only thing I ask is to fix the horrible overheating and battery drain issue. I’ve never used an app that’s made my phone as hot as this. 

That being said I’m very pleased with how intuitive the app has turned out. Great job OpenAI!",3
nice,When will you get used to the iPad interface,5
Text Size,"I’m fairly young and have been blessed with a great eye sight but sometimes I don’t want to strain my eyes to see the text that is generated. I checked the app settings don’t see an option to change text / font size there and I figured oh well I’ll just change the text size using iOS built in text size modifier! Until I realize everything in the app scales when the text size is raised except the one thing I needed which is the chat text size.. 

little to say, this I can see being a huge problem for elderly people or for anyone who does not have great eye sight please add a text size option in app or add the chat text to the iOS text size modifier other than that can’t wait for more updates to the app and website!",4
